Primary Key,Participant ID,Treatment Group,Timestamp,Question Label,Before/After Exposure,Error present,Text Explanation ,Actual Chart Error,Error Identified (Coder 1),Error Identified (Coder 2),Coder Mismatch?,Consensus Code
599,1114,TextLint,,PQ 10 Legend,Prior,,It's well constructed,Legend,0,0,,0
610,3501,TextLint,,PQ 10 Legend,Prior,The scale for product sold should be smaller so that the information is shown in the middle of the graph rather than squished into one side,It's well constructed,Legend,1,1,,1
646,3178,TextLint,,PQ 11 Legend,Prior,,There are errors in construction,Legend,0,1,X,0
647,4258,TextLint,,PQ 11 Legend,Prior,"the year-month axis is poorly constructed, the years are not well framed in the axis",There are errors in construction,Legend,0,0,,0
660,993,TextLint,,PQ 11 Legend,Prior,decrease the count scale,There are errors in construction,Legend,0,0,,0
661,1114,TextLint,,PQ 11 Legend,Prior,,It's well constructed,Legend,0,0,,0
672,3501,TextLint,,PQ 11 Legend,Prior,,There are errors in construction,Legend,0,0,,0
708,3178,TextLint,,PQ 12 Legend,Prior,There is no legend and release date years are too constricted. ,It's poorly constructed,Legend,0,0,,0
709,4258,TextLint,,PQ 12 Legend,Prior,"many points together, poorly constructed.",It's poorly constructed,Legend,0,0,,0
722,993,TextLint,,PQ 12 Legend,Prior,"increase the scale increment, or show as a different graph altogether",It's poorly constructed,Legend,0,0,,0
723,1114,TextLint,,PQ 12 Legend,Prior,,It's poorly constructed,Legend,0,0,,0
734,3501,TextLint,,PQ 12 Legend,Prior,dots are overlapping and confusing,It's poorly constructed,Legend,0,0,,0
770,3178,TextLint,,PQ 13 Size,Prior,Bar chart would be better.,There are errors in construction,Neg Size,0,0,,0
771,4258,TextLint,,PQ 13 Size,Prior,Missing legend with colors,There are errors in construction,Neg Size,0,0,,0
784,993,TextLint,,PQ 13 Size,Prior,horizontal access could be expanded to show better data month to month within the year?,There are errors in construction,Neg Size,0,0,,0
785,1114,TextLint,,PQ 13 Size,Prior,There's no legend to describe the lines.,There are errors in construction,Neg Size,0,0,,0
796,3501,TextLint,,PQ 13 Size,Prior,i don't understand it,There are errors in construction,Neg Size,0,0,,0
832,3178,TextLint,,PQ 14 Size,Prior,No legend and potentially a bar chart would have been better.,It's well constructed,Neg Size,0,0,,0
833,4258,TextLint,,PQ 14 Size,Prior,Missing legend with countries and colors,There are errors in construction,Neg Size,0,0,,0
846,993,TextLint,,PQ 14 Size,Prior,"increase the vertical scale to show better delination, add a value or label for vertical axis",There are errors in construction,Neg Size,0,0,,0
847,1114,TextLint,,PQ 14 Size,Prior,The countries aren't specified,It's well constructed,Neg Size,0,0,,0
858,3501,TextLint,,PQ 14 Size,Prior,It's hard to understand what's going on with all of the lines,There are errors in construction,Neg Size,0,0,,0
894,3178,TextLint,,PQ 15 Size,Prior,,There are errors in construction,Neg Size,0,0,,0
895,4258,TextLint,,PQ 15 Size,Prior,The color of each fruit should be different,There are errors in construction,Neg Size,0,0,,0
908,993,TextLint,,PQ 15 Size,Prior,add legend to clarify the color groups,There are errors in construction,Neg Size,0,0,,0
909,1114,TextLint,,PQ 15 Size,Prior,,It's well constructed,Neg Size,0,0,,0
920,3501,TextLint,,PQ 15 Size,Prior,There is no title ,There are errors in construction,Neg Size,0,0,,0
956,3178,TextLint,,PQ 16 Color,Prior,Legend option of circles should have been exchanges for lines.,It's well constructed,Color,0,0,,0
957,4258,TextLint,,PQ 16 Color,Prior,"poorly constructed, the years should not be cut",There are errors in construction,Color,1,1,,1
970,993,TextLint,,PQ 16 Color,Prior,might want to further explain the legends and how to read the graph as a whole,It's well constructed,Color,0,0,,0
971,1114,TextLint,,PQ 16 Color,Prior,,It's well constructed,Color,0,0,,0
982,3501,TextLint,,PQ 16 Color,Prior,its hard to understand,It's well constructed,Color,1,1,,1
1018,3178,TextLint,,PQ 17 Color,Prior,,There are errors in construction,Color,0,0,,0
1019,4258,TextLint,,PQ 17 Color,Prior,the legend month should be from January to December,There are errors in construction,Color,0,0,,0
1032,993,TextLint,,PQ 17 Color,Prior,,There are errors in construction,Color,0,1,X,0
1033,1114,TextLint,,PQ 17 Color,Prior,,It's well constructed,Color,0,0,,0
1044,3501,TextLint,,PQ 17 Color,Prior,,There are errors in construction,Color,0,0,,0
1080,3178,TextLint,,PQ 18 Color,Prior,Axis numbers at the start should have more depth.,There are errors in construction,Color,0,0,,0
1081,4258,TextLint,,PQ 18 Color,Prior,Only four colors are seen,There are errors in construction,Color,0,0,,0
1094,993,TextLint,,PQ 18 Color,Prior,too many data points and not labelled clearly.,There are errors in construction,Color,0,0,,0
1095,1114,TextLint,,PQ 18 Color,Prior,,There are errors in construction,Color,0,0,,0
1106,3501,TextLint,,PQ 18 Color,Prior,Too many dots and the scale is too big,There are errors in construction,Color,0,0,,0
1142,3178,TextLint,,TQ 1 Zero,Post,,,Zero Axis,1,1,,1
1143,4258,TextLint,,TQ 1 Zero,Post,Like,Like,Zero Axis,0,0,,0
1156,993,TextLint,,TQ 1 Zero,Post,,,Zero Axis,0,0,,0
1157,1114,TextLint,,TQ 1 Zero,Post,Like,Dislike,Zero Axis,0,0,,0
1168,3501,TextLint,,TQ 1 Zero,Post,,,Zero Axis,1,1,,1
1204,3178,TextLint,,TQ 2 Good,Post,,,Good,1,1,,1
1205,4258,TextLint,,TQ 2 Good,Post,Like,Like,Good,0,0,,0
1218,993,TextLint,,TQ 2 Good,Post,,,Good,0,0,,0
1219,1114,TextLint,,TQ 2 Good,Post,Dislike,Like,Good,0,0,,0
1230,3501,TextLint,,TQ 2 Good,Post,,,Good,0,0,,0
1266,3178,TextLint,,TQ 3 Good,Post,,It's well constructed,Good,0,0,,0
1267,4258,TextLint,,TQ 3 Good,Post,Like,There are errors in construction,Good,0,0,,0
1280,993,TextLint,,TQ 3 Good,Post,,There are errors in construction,Good,0,0,,0
1281,1114,TextLint,,TQ 3 Good,Post,Dislike,There are errors in construction,Good,1,1,,1
1292,3501,TextLint,,TQ 3 Good,Post,,There are errors in construction,Good,1,1,,1
1328,3178,TextLint,,TQ 4 legend,Post,There are errors in construction,There are errors in construction,Legend,1,1,,1
1329,4258,TextLint,,TQ 4 legend,Post,There are errors in construction,There are errors in construction,Legend,1,1,,1
1342,993,TextLint,,TQ 4 legend,Post,There are errors in construction,There are errors in construction,Legend,1,1,,1
1343,1114,TextLint,,TQ 4 legend,Post,It's well constructed,It's well constructed,Legend,0,0,,0
1354,3501,TextLint,,TQ 4 legend,Post,There are errors in construction,There are errors in construction,Legend,1,1,,1
1390,3178,TextLint,,TQ 5 Color,Post,Legend options of triangle confuse the data on the graph.,It's well constructed,Color,1,1,,1
1391,4258,TextLint,,TQ 5 Color,Post,The colors are too similar,There are errors in construction,Color,1,1,,1
1404,993,TextLint,,TQ 5 Color,Post,too much overlap,There are errors in construction,Color,1,1,,1
1405,1114,TextLint,,TQ 5 Color,Post,,There are errors in construction,Color,0,0,,0
1416,3501,TextLint,,TQ 5 Color,Post,Too crowded and small,It's well constructed,Color,P,1,X,1
1452,3178,TextLint,,TQ 6 Color,Post,,It's well constructed,Color,0,0,,0
1453,4258,TextLint,,TQ 6 Color,Post,There is no legend,It's well constructed,Color,1,1,,1
1466,993,TextLint,,TQ 6 Color,Post,legend and labels,There are errors in construction,Color,1,1,,1
1467,1114,TextLint,,TQ 6 Color,Post,There is no legend.,It's well constructed,Color,0,0,,0
1478,3501,TextLint,,TQ 6 Color,Post,,There are errors in construction,Color,0,0,,0
1514,3178,TextLint,,TQ 7 Size,Post,Line graph would have been suitable.,There are errors in construction,Size Neg,0,0,,0
1515,4258,TextLint,,TQ 7 Size,Post,There is no legend and the x-axis does not start at zero,There are errors in construction,Size Neg,0,0,,0
1528,993,TextLint,,TQ 7 Size,Post,need a legend to determine color scheme,There are errors in construction,Size Neg,0,0,,0
1529,1114,TextLint,,TQ 7 Size,Post,There is no legend.,It's well constructed,Size Neg,0,0,,0
1540,3501,TextLint,,TQ 7 Size,Post,Don't underrstand it,There are errors in construction,Size Neg,P,1,X,1
1576,3178,TextLint,,TQ 8 Zero Axis,Post,Poorly constructed legend.,There are errors in construction,Zero Axis,1,1,,1
1577,4258,TextLint,,TQ 8 Zero Axis,Post,The colors are too similar,There are errors in construction,Zero Axis,1,1,,1
1590,993,TextLint,,TQ 8 Zero Axis,Post,too much overlap,There are errors in construction,Zero Axis,0,0,,0
1591,1114,TextLint,,TQ 8 Zero Axis,Post,The colors are too similar.,It's well constructed,Zero Axis,0,0,,0
1602,3501,TextLint,,TQ 8 Zero Axis,Post,Too crowded,There are errors in construction,Zero Axis,0,0,,0
1638,3178,TextLint,,TQ 9 Size,Post,Poor assembled legend and incorrect usage of lines in graph.,There are errors in construction,Size Neg,1,P,X,1
1639,4258,TextLint,,TQ 9 Size,Post,The x-axis does not start at zero,There are errors in construction,Size Neg,1,1,,1
1652,993,TextLint,,TQ 9 Size,Post,increase scale on y axis,It's well constructed,Size Neg,0,0,,0
1653,1114,TextLint,,TQ 9 Size,Post,,It's well constructed,Size Neg,0,0,,0
1664,3501,TextLint,,TQ 9 Size,Post,its overly confusing,There are errors in construction,Size Neg,0,0,,0
1700,3178,TextLint,,TQ 10 Legend,Post,Different colours and shapes are not ideal.,There are errors in construction,Legend,1,1,,1
1701,4258,TextLint,,TQ 10 Legend,Post,there are negative values  associated with the size encodings,There are errors in construction,Legend,1,1,,1
1714,993,TextLint,,TQ 10 Legend,Post,,There are errors in construction,Legend,1,1,,1
1715,1114,TextLint,,TQ 10 Legend,Post,,It's well constructed,Legend,0,0,,0
1726,3501,TextLint,,TQ 10 Legend,Post,Confusing,There are errors in construction,Legend,0,0,,0
1762,3178,TextLint,,TQ 11 Good,Post,Poorly constructed legend and also axis numbers.,There are errors in construction,Good,0,0,,0
1763,4258,TextLint,,TQ 11 Good,Post,The axis do not start at zero,There are errors in construction,Good,1,1,,1
1776,993,TextLint,,TQ 11 Good,Post,x axis is too large of scale,There are errors in construction,Good,1,1,,1
1777,1114,TextLint,,TQ 11 Good,Post,,It's well constructed,Good,1,1,,1
1788,3501,TextLint,,TQ 11 Good,Post,Data too small for the scale,There are errors in construction,Good,1,1,,1
1824,3178,TextLint,,TQ 12 Rate,Post,Circles are a wrong choice to jot the information on the graph.,There are errors in construction,Rate,1,1,,1
1825,4258,TextLint,,TQ 12 Rate,Post,there are negative values  associated with the size encodings,There are errors in construction,Rate,1,1,,1
1838,993,TextLint,,TQ 12 Rate,Post,circles are too similar in size to differentiate,There are errors in construction,Rate,0,0,,0
1839,1114,TextLint,,TQ 12 Rate,Post,,There are errors in construction,Rate,0,0,,0
1850,3501,TextLint,,TQ 12 Rate,Post,Don't understand,There are errors in construction,Rate,0,0,,0
1886,3178,TextLint,,TQ 13 Zero,Post,No legend and a line graph would be more suitable.,There are errors in construction,Zero Axis,1,1,,1
1887,4258,TextLint,,TQ 13 Zero,Post,There is no legend,There are errors in construction,Zero Axis,0,0,,0
1900,993,TextLint,,TQ 13 Zero,Post,need a legend,It's well constructed,Zero Axis,1,1,,1
1901,1114,TextLint,,TQ 13 Zero,Post,There is no legend.,It's well constructed,Zero Axis,0,0,,0
1912,3501,TextLint,,TQ 13 Zero,Post,Its confusing and hurts the eyes,It's well constructed,Zero Axis,1,1,,1
1948,3178,TextLint,,TQ 14 Legend,Post,Extra axis conflated the data.,There are errors in construction,Legend,1,1,,1
1949,4258,TextLint,,TQ 14 Legend,Post,the two y-axis change at different rates,There are errors in construction,Legend,1,1,,1
1962,993,TextLint,,TQ 14 Legend,Post,,It's well constructed,Legend,1,1,,1
1963,1114,TextLint,,TQ 14 Legend,Post,,It's well constructed,Legend,0,0,,0
1974,3501,TextLint,,TQ 14 Legend,Post,,There are errors in construction,Legend,0,0,,0
2010,3178,TextLint,,TQ 15 color,Post,A separate graph would have been ideal for extra data.,It's well constructed,Color,0,0,,0
2011,4258,TextLint,,TQ 15 color,Post,the two y-axis change at different rates,There are errors in construction,Color,1,1,,1
2024,993,TextLint,,TQ 15 color,Post,,It's well constructed,Color,1,1,,1
2025,1114,TextLint,,TQ 15 color,Post,,It's well constructed,Color,0,0,,0
2036,3501,TextLint,,TQ 15 color,Post,overlapping too  much,It's well constructed,Color,1,1,,1
2072,3178,TextLint,,TQ 16 Size,Post,,There are errors in construction,Size Neg,0,0,,0
2073,4258,TextLint,,TQ 16 Size,Post,The y-axis does not start at zero,There are errors in construction,Size Neg,1,1,,1
2086,993,TextLint,,TQ 16 Size,Post,,There are errors in construction,Size Neg,0,0,,0
2087,1114,TextLint,,TQ 16 Size,Post,,There are errors in construction,Size Neg,0,0,,0
2098,3501,TextLint,,TQ 16 Size,Post,,There are errors in construction,Size Neg,0,0,,0
2134,3178,TextLint,,TQ 17 Rate,Post,No legend,There are errors in construction,Rate,0,0,,0
2135,4258,TextLint,,TQ 17 Rate,Post,There is no legend,There are errors in construction,Rate,1,1,,1
2148,993,TextLint,,TQ 17 Rate,Post,need a title to explain what we're looking at,It's well constructed,Rate,0,0,,0
2149,1114,TextLint,,TQ 17 Rate,Post,There is no legend.,There are errors in construction,Rate,0,0,,0
2160,3501,TextLint,,TQ 17 Rate,Post,too basic,There are errors in construction,Rate,0,0,,0
2196,3178,TextLint,,TQ 18 Rate,Post,Months to close by should have been a bigger gap.,There are errors in construction,Rate,0,0,,0
2197,4258,TextLint,,TQ 18 Rate,Post,The colors are too similar,There are errors in construction,Rate,0,0,,0
2210,993,TextLint,,TQ 18 Rate,Post,,It's well constructed,Rate,0,0,,0
2211,1114,TextLint,,TQ 18 Rate,Post,The colors are too similar.,It's well constructed,Rate,0,0,,0
2222,3501,TextLint,,TQ 18 Rate,Post,Colours are confusing,There are errors in construction,Rate,0,0,,0
3,1707,Visual,,PQ 1 Rate,Prior,TRUE,2019-11-26 13:58:30,Rate,0,0,,0
8,3378,Visual,,PQ 1 Rate,Prior,TRUE,2019-11-27 18:01:38,Rate,0,0,,0
9,2173,Visual,,PQ 1 Rate,Prior,TRUE,2019-11-26 14:06:16,Rate,0,0,,0
55,3858,Visual,,PQ 1 Rate,Prior,TRUE,2019-11-27 18:01:48,Rate,0,0,,0
58,3337,Visual,,PQ 1 Rate,Prior,TRUE,2019-11-26 14:30:42,Rate,0,0,,0
59,1065,Visual,,PQ 1 Rate,Prior,TRUE,2019-11-27 17:14:01,Rate,0,0,,0
65,1707,Visual,,PQ 2 Rate,Prior,R_3O9uVRLr4bsZs1G,"I consent, begin the study",Rate,0,0,,0
70,3378,Visual,,PQ 2 Rate,Prior,R_2BkUiwM7Gc0Fz4I,"I consent, begin the study",Rate,P,P,,P
71,2173,Visual,,PQ 2 Rate,Prior,R_3kl32FdO9Mc8Jgd,"I consent, begin the study",Rate,0,0,,0
117,3858,Visual,,PQ 2 Rate,Prior,R_3M6en9DolbmxV91,"I consent, begin the study",Rate,0,0,,0
120,3337,Visual,,PQ 2 Rate,Prior,R_3CZx5ESoupLTgYS,"I consent, begin the study",Rate,P,P,,P
121,1065,Visual,,PQ 2 Rate,Prior,R_1rCvXf588zIbGDW,"I consent, begin the study",Rate,P,1,X,P
127,1707,Visual,,PQ 3 Good,Prior,5d2249547afc290017e5a8f9,It's well constructed,Good,1,1,,1
132,3378,Visual,,PQ 3 Good,Prior,5c5f933f59ec1d0001fe64e7,It's well constructed,Good,0,0,,0
133,2173,Visual,,PQ 3 Good,Prior,5d7929cc3dd8fd0001de3b98,It's well constructed,Good,1,1,,1
179,3858,Visual,,PQ 3 Good,Prior,5daf65969975f80015854b5e,It's well constructed,Good,0,0,,0
182,3337,Visual,,PQ 3 Good,Prior,5b222aff59f9620001c109cb,It's well constructed,Good,0,0,,0
183,1065,Visual,,PQ 3 Good,Prior,5d77eb3007e8770001acdef8,There are errors in construction,Good,0,0,,0
189,1707,Visual,,PQ 4 GOOD,Prior,,It's well constructed,Good,1,1,,1
194,3378,Visual,,PQ 4 GOOD,Prior,,It's well constructed,Good,1,1,,1
195,2173,Visual,,PQ 4 GOOD,Prior,,It's well constructed,Good,1,1,,1
241,3858,Visual,,PQ 4 GOOD,Prior,,There are errors in construction,Good,0,0,,0
244,3337,Visual,,PQ 4 GOOD,Prior,,It's well constructed,Good,1,1,,1
245,1065,Visual,,PQ 4 GOOD,Prior,Title should be above,It's well constructed,Good,1,1,,1
251,1707,Visual,,PQ 5 Good,Prior,,It's well constructed,Good,1,1,,1
256,3378,Visual,,PQ 5 Good,Prior,,There are errors in construction,Good,1,1,,1
257,2173,Visual,,PQ 5 Good,Prior,,There are errors in construction,Good,1,1,,1
303,3858,Visual,,PQ 5 Good,Prior,"It's out of focus, asymmetric,  the colors almost hurt my eyes, cannot understand where some markings are.",It's well constructed,Good,1,1,,1
306,3337,Visual,,PQ 5 Good,Prior,,It's well constructed,Good,1,1,,1
307,1065,Visual,,PQ 5 Good,Prior,,It's well constructed,Good,1,1,,1
313,1707,Visual,,PQ  6 Rate,Prior,,It's well constructed,Rate,0,0,,0
318,3378,Visual,,PQ  6 Rate,Prior,The points do not match correctly with the graph,It's well constructed,Rate,0,0,,0
319,2173,Visual,,PQ  6 Rate,Prior,Unclear x axis label ,There are errors in construction,Rate,0,0,,0
365,3858,Visual,,PQ  6 Rate,Prior,,It's well constructed,Rate,0,0,,0
368,3337,Visual,,PQ  6 Rate,Prior,,It's well constructed,Rate,0,0,,0
369,1065,Visual,,PQ  6 Rate,Prior,,It's well constructed,Rate,0,0,,0
375,1707,Visual,,PQ 7 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
380,3378,Visual,,PQ 7 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
381,2173,Visual,,PQ 7 Zero,Prior,The dates at the bottom aren't equally spaced out.,There are errors in construction,Zero Axis,0,P,X,P
427,3858,Visual,,PQ 7 Zero,Prior,,There are errors in construction,Zero Axis,0,0,,0
430,3337,Visual,,PQ 7 Zero,Prior,,It's well constructed,Zero Axis,P,1,X,1
431,1065,Visual,,PQ 7 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
437,1707,Visual,,PQ 8 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
442,3378,Visual,,PQ 8 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
443,2173,Visual,,PQ 8 Zero,Prior,Y axis could have more numbers to make bars more accurate.,It's well constructed,Zero Axis,0,0,,0
489,3858,Visual,,PQ 8 Zero,Prior,If each column had a color it would be easier to understand and identify each category.,It's well constructed,Zero Axis,0,0,,0
